roll no,name,standard,gender,race/ethnicity,parental level of education,lunch,test preparation course,math,english,geography,history,science,total,percentag,attended,total lectures,attendance,test marks,total marks,percentage,score-cat,study-cat,cluster,
473,George,8,female,group C,associate's degree,standard,completed,68,86,72,89,84,411,82.2,36,50,72,79,100,79,1,0,3,
474,Ann,8,female,group D,some high school,standard,none,59,67,48,94,61,342,68.4,43,50,86,74,100,74,1,1,1,
475,Matt,8,female,group B,associate's degree,standard,completed,90,90,72,73,91,435,87,34,50,68,37,100,37,0,0,4,
476,Matt,8,female,group D,bachelor's degree,standard,completed,71,76,66,53,83,366,73.2,48,50,96,86,100,86,1,1,1,
477,Matt,8,male,group E,bachelor's degree,standard,completed,76,62,37,30,66,300,60,31,50,62,95,100,95,1,0,3,
478,Ann,8,male,group D,associate's degree,standard,none,80,68,44,40,72,332,66.4,47,50,94,92,100,92,1,1,1,
479,Sam,8,female,group D,master's degree,standard,none,55,64,36,88,70,347,69.4,42,50,84,86,100,86,1,1,1,
480,Jennifer,8,male,group E,associate's degree,standard,none,76,71,80,40,67,321,64.2,32,50,64,51,100,51,0,0,4,
481,Jennifer,8,male,group B,high school,standard,completed,73,71,67,42,68,322,64.4,42,50,84,42,100,42,0,1,2,
482,Ann,8,female,group D,associate's degree,free/reduced,none,52,59,65,85,56,308,61.6,46,50,92,54,100,54,0,1,2,
483,George,8,male,group C,some college,free/reduced,none,68,68,84,76,61,334,66.8,38,50,76,35,100,35,0,1,2,
484,Ann,8,male,group A,high school,standard,none,59,52,88,100,46,303,60.6,39,50,78,86,100,86,1,1,1,
485,Jennifer,8,female,group B,associate's degree,standard,none,49,52,52,37,54,246,49.2,30,50,60,62,100,62,0,0,4,
486,Jennifer,8,male,group C,high school,standard,none,70,74,51,42,71,328,65.6,46,50,92,95,100,95,1,1,1,
487,Sam,8,male,group D,some college,free/reduced,none,61,47,59,53,56,273,54.6,46,50,92,37,100,37,0,1,2,
488,George,8,female,group C,associate's degree,free/reduced,none,60,75,30,48,74,331,66.2,43,50,86,55,100,55,0,1,2,
489,Sam,8,male,group B,some high school,standard,completed,64,53,90,43,57,274,54.8,50,50,100,77,100,77,1,1,1,
490,Sam,8,male,group A,associate's degree,free/reduced,completed,79,82,63,59,82,384,76.8,49,50,98,82,100,82,1,1,1,
491,Ann,8,female,group A,associate's degree,free/reduced,none,65,85,74,39,76,341,68.2,43,50,86,94,100,94,1,1,1,
492,Sam,8,female,group C,associate's degree,standard,none,64,64,77,67,70,335,67,30,50,60,72,100,72,1,0,3,
493,Jennifer,8,female,group C,some college,standard,none,83,83,48,69,90,415,83,43,50,86,42,100,42,0,1,2,
494,Matt,8,female,group C,bachelor's degree,standard,none,81,88,100,77,90,426,85.2,30,50,60,93,100,93,1,0,3,
495,George,8,female,group B,high school,standard,none,54,64,67,69,68,323,64.6,39,50,78,32,100,32,0,1,2,
496,Sam,8,male,group D,high school,standard,completed,68,64,83,74,66,338,67.6,41,50,82,35,100,35,0,1,2,
497,Matt,8,female,group C,some college,standard,none,54,48,83,41,52,247,49.4,41,50,82,65,100,65,0,1,2,
498,Matt,8,female,group D,some college,free/reduced,completed,59,78,69,66,76,355,71,48,50,96,66,100,66,0,1,2,
499,George,8,female,group B,some high school,standard,none,66,69,33,37,68,308,61.6,48,50,96,44,100,44,0,1,2,
500,Sam,8,male,group E,some college,standard,none,76,71,99,55,72,346,69.2,42,50,84,33,100,33,0,1,2,
501,George,8,female,group D,master's degree,standard,none,74,79,99,33,82,350,70,32,50,64,52,100,52,0,0,4,
502,Jennifer,8,female,group B,associate's degree,standard,completed,94,87,78,44,92,409,81.8,48,50,96,79,100,79,1,1,1,
503,Sam,8,male,group C,some college,free/reduced,none,63,61,70,60,54,292,58.4,32,50,64,60,100,60,0,0,4,
504,George,8,female,group E,associate's degree,standard,completed,95,89,85,40,92,408,81.6,45,50,90,76,100,76,1,1,1,
505,Jennifer,8,female,group D,master's degree,free/reduced,none,40,59,78,100,54,307,61.4,32,50,64,34,100,34,0,0,4,
506,Jennifer,8,female,group B,some high school,standard,none,82,82,43,74,80,398,79.6,46,50,92,68,100,68,0,1,2,
507,Sam,8,male,group A,high school,standard,none,68,70,95,92,66,362,72.4,35,50,70,53,100,53,0,0,4,
508,Jennifer,8,male,group B,bachelor's degree,free/reduced,none,55,59,45,77,54,299,59.8,32,50,64,49,100,49,0,0,4,
509,Jennifer,8,male,group C,master's degree,standard,none,79,78,78,32,77,343,68.6,31,50,62,86,100,86,1,0,3,
510,Matt,8,female,group C,bachelor's degree,standard,none,86,92,30,87,87,439,87.8,43,50,86,42,100,42,0,1,2,
511,Sam,8,male,group D,some college,standard,none,76,71,39,83,73,376,75.2,34,50,68,91,100,91,1,0,3,
512,Ann,8,male,group A,some high school,standard,none,64,50,93,89,43,289,57.8,34,50,68,41,100,41,0,0,4,
513,Jennifer,8,male,group D,some high school,free/reduced,none,62,49,36,60,52,275,55,37,50,74,70,100,70,0,0,4,
514,Sam,8,female,group B,some high school,standard,completed,54,61,85,94,62,333,66.6,35,50,70,32,100,32,0,0,4,
515,Matt,8,female,group B,master's degree,free/reduced,completed,77,97,62,90,94,452,90.4,36,50,72,34,100,34,0,0,4,
516,George,8,female,group C,some high school,standard,completed,76,87,58,71,85,404,80.8,42,50,84,55,100,55,0,1,2,
517,Matt,8,female,group D,some college,standard,none,74,89,91,57,84,388,77.6,49,50,98,54,100,54,0,1,2,
518,Ann,8,female,group E,some college,standard,completed,66,74,55,67,73,353,70.6,35,50,70,51,100,51,0,0,4,
519,George,8,female,group D,some high school,standard,completed,66,78,45,88,78,388,77.6,39,50,78,36,100,36,0,1,2,
520,Ann,8,female,group B,high school,free/reduced,completed,67,78,59,61,79,364,72.8,32,50,64,93,100,93,1,0,3,
521,Jennifer,8,male,group D,some college,standard,none,71,49,40,98,52,322,64.4,45,50,90,81,100,81,1,1,1,
522,Jennifer,8,female,group C,associate's degree,standard,none,91,86,57,90,84,435,87,30,50,60,87,100,87,1,0,3,
523,Sam,8,male,group D,bachelor's degree,standard,none,69,58,90,94,57,335,67,46,50,92,33,100,33,0,1,2,
524,Sam,8,male,group C,master's degree,free/reduced,none,54,59,40,48,50,261,52.2,42,50,84,55,100,55,0,1,2,
525,Jennifer,8,male,group C,high school,standard,completed,53,52,63,96,49,299,59.8,45,50,90,85,100,85,1,1,1,
526,Jennifer,8,male,group E,some college,standard,none,68,60,45,48,59,294,58.8,45,50,90,78,100,78,1,1,1,
527,George,8,male,group C,some high school,free/reduced,completed,56,61,95,44,60,281,56.2,42,50,84,36,100,36,0,1,2,
528,Jennifer,8,female,group C,high school,free/reduced,none,36,53,34,48,43,223,44.6,40,50,80,94,100,94,1,1,1,
529,George,8,female,group D,bachelor's degree,free/reduced,none,29,41,73,45,47,209,41.8,36,50,72,58,100,58,0,0,4,
530,Sam,8,female,group C,associate's degree,standard,none,62,74,92,85,70,361,72.2,40,50,80,63,100,63,0,1,2,
531,Ann,8,female,group C,associate's degree,standard,completed,68,67,99,96,73,377,75.4,43,50,86,54,100,54,0,1,2,
532,Ann,8,female,group C,some high school,standard,none,47,54,36,89,53,296,59.2,37,50,74,69,100,69,0,0,4,
533,Ann,8,male,group E,associate's degree,standard,completed,62,61,73,98,58,337,67.4,47,50,94,52,100,52,0,1,2,
534,Matt,8,female,group E,associate's degree,standard,completed,79,88,86,64,94,419,83.8,39,50,78,84,100,84,1,1,1,
535,Sam,8,male,group B,high school,standard,completed,73,69,79,96,68,374,74.8,34,50,68,50,100,50,0,0,4,
536,Ann,8,female,group C,bachelor's degree,free/reduced,completed,66,83,92,83,83,398,79.6,44,50,88,32,100,32,0,1,2,
537,George,8,male,group C,associate's degree,standard,completed,51,60,67,63,58,290,58,38,50,76,33,100,33,0,1,2,
538,George,8,female,group D,high school,standard,none,51,66,37,85,62,326,65.2,34,50,68,79,100,79,1,0,3,
539,Matt,8,male,group E,bachelor's degree,standard,completed,85,66,75,47,71,340,68,46,50,92,85,100,85,1,1,1,
540,Jennifer,8,male,group A,associate's degree,standard,completed,97,92,58,67,86,428,85.6,34,50,68,60,100,60,0,0,4,
541,Ann,8,male,group C,high school,standard,completed,75,69,77,82,68,362,72.4,34,50,68,76,100,76,1,0,3,
542,Sam,8,male,group D,associate's degree,free/reduced,completed,79,82,38,33,80,354,70.8,49,50,98,39,100,39,0,1,2,
543,Matt,8,female,group C,associate's degree,standard,none,81,77,86,53,79,369,73.8,38,50,76,89,100,89,1,1,1,
544,Matt,8,female,group D,associate's degree,standard,none,82,95,47,88,89,443,88.6,47,50,94,33,100,33,0,1,2,
545,George,8,female,group D,master's degree,standard,none,64,63,69,58,66,317,63.4,42,50,84,71,100,71,1,1,1,
546,Jennifer,8,male,group E,some high school,free/reduced,completed,78,83,85,54,80,375,75,48,50,96,37,100,37,0,1,2,
547,Ann,8,female,group A,some high school,standard,completed,92,100,39,33,97,419,83.8,39,50,78,64,100,64,0,1,2,
548,Sam,8,male,group C,high school,standard,completed,72,67,41,47,64,314,62.8,49,50,98,31,100,31,0,1,2,
549,Sam,8,female,group C,high school,free/reduced,none,62,67,57,83,64,340,68,36,50,72,61,100,61,0,0,4,
550,George,8,male,group C,master's degree,standard,none,79,72,90,55,69,344,68.8,35,50,70,33,100,33,0,0,4,
551,Sam,8,male,group C,some high school,free/reduced,none,79,76,69,74,65,359,71.8,36,50,72,90,100,90,1,0,3,
552,Matt,8,male,group B,bachelor's degree,free/reduced,completed,87,90,71,61,88,414,82.8,48,50,96,40,100,40,0,1,2,
553,Ann,8,female,group B,associate's degree,standard,none,40,48,35,99,50,287,57.4,41,50,82,46,100,46,0,1,2,
554,Matt,8,male,group D,some college,free/reduced,none,77,62,93,87,64,354,70.8,48,50,96,72,100,72,1,1,1,
555,George,8,male,group E,associate's degree,standard,none,53,45,53,45,40,223,44.6,46,50,92,51,100,51,0,1,2,
556,George,8,female,group C,some college,free/reduced,none,32,39,99,81,33,218,43.6,32,50,64,47,100,47,0,0,4,
557,George,8,female,group C,associate's degree,standard,completed,55,72,41,45,79,330,66,30,50,60,81,100,81,1,0,3,
558,Ann,8,male,group C,master's degree,free/reduced,none,61,67,36,92,66,352,70.4,47,50,94,57,100,57,0,1,2,
559,Matt,8,female,group B,associate's degree,free/reduced,none,53,70,38,38,70,301,60.2,44,50,88,43,100,43,0,1,2,
560,Matt,8,male,group D,some high school,standard,none,73,66,35,41,62,304,60.8,49,50,98,54,100,54,0,1,2,
561,Matt,8,female,group D,some college,standard,completed,74,75,87,96,79,403,80.6,43,50,86,71,100,71,1,1,1,
562,Jennifer,8,female,group C,some college,standard,none,63,74,44,58,74,343,68.6,47,50,94,43,100,43,0,1,2,
563,Jennifer,8,male,group C,bachelor's degree,standard,completed,96,90,43,59,92,429,85.8,41,50,82,39,100,39,0,1,2,
564,Jennifer,8,female,group D,some college,free/reduced,completed,63,80,77,67,80,370,74,50,50,100,66,100,66,0,1,2,
565,Ann,8,male,group B,bachelor's degree,free/reduced,none,48,51,56,40,46,231,46.2,46,50,92,55,100,55,0,1,2,
566,George,8,male,group B,associate's degree,standard,none,48,43,39,59,45,240,48,46,50,92,95,100,95,1,1,1,
567,Sam,8,female,group E,bachelor's degree,free/reduced,completed,92,100,31,34,100,426,85.2,50,50,100,36,100,36,0,1,2,
568,Jennifer,8,female,group D,master's degree,free/reduced,completed,61,71,34,45,78,333,66.6,30,50,60,78,100,78,1,0,3,
569,Ann,8,male,group B,high school,free/reduced,none,63,48,39,68,47,273,54.6,46,50,92,30,100,30,0,1,2,
570,Ann,8,male,group D,bachelor's degree,free/reduced,none,68,68,45,54,67,324,64.8,33,50,66,88,100,88,1,0,3,
571,George,8,male,group B,some college,standard,completed,71,75,86,60,70,346,69.2,49,50,98,84,100,84,1,1,1,
572,Ann,8,male,group A,bachelor's degree,standard,none,91,96,37,39,92,410,82,40,50,80,77,100,77,1,1,1,
573,Jennifer,8,female,group C,some college,standard,none,53,62,74,98,56,325,65,35,50,70,61,100,61,0,0,4,
574,Sam,8,female,group C,high school,free/reduced,completed,50,66,47,93,64,337,67.4,49,50,98,35,100,35,0,1,2,
575,Matt,8,female,group E,high school,standard,none,74,81,37,97,71,394,78.8,38,50,76,40,100,40,0,1,2,
576,Jennifer,8,male,group A,associate's degree,free/reduced,completed,40,55,50,82,53,283,56.6,44,50,88,73,100,73,1,1,1,
577,Sam,8,male,group A,some college,standard,completed,61,51,54,64,52,280,56,45,50,90,39,100,39,0,1,2,
578,Ann,8,female,group B,high school,standard,none,81,91,44,49,89,399,79.8,40,50,80,82,100,82,1,1,1,
579,Sam,8,female,group B,some college,free/reduced,completed,48,56,30,75,58,295,59,30,50,60,61,100,61,0,0,4,
580,Sam,8,female,group D,master's degree,standard,none,53,61,56,49,68,299,59.8,42,50,84,91,100,91,1,1,1,
581,Ann,8,female,group D,some high school,standard,none,81,97,77,30,96,400,80,30,50,60,69,100,69,0,0,4,
582,Matt,8,female,group E,some high school,standard,none,77,79,40,80,80,396,79.2,31,50,62,57,100,57,0,0,4,
583,Sam,8,female,group D,bachelor's degree,free/reduced,none,63,73,42,55,78,347,69.4,37,50,74,93,100,93,1,0,3,
584,Matt,8,female,group D,associate's degree,standard,completed,73,75,80,47,80,355,71,50,50,100,82,100,82,1,1,1,
585,Matt,8,female,group D,some college,standard,none,69,77,48,56,77,356,71.2,35,50,70,83,100,83,1,0,3,
586,Sam,8,female,group C,associate's degree,standard,none,65,76,58,95,76,388,77.6,36,50,72,89,100,89,1,0,3,
587,Ann,8,female,group A,high school,standard,none,55,73,74,40,73,314,62.8,47,50,94,49,100,49,0,1,2,
588,Jennifer,8,female,group C,bachelor's degree,free/reduced,none,44,63,68,32,62,263,52.6,49,50,98,31,100,31,0,1,2,
589,Sam,8,female,group C,some college,standard,none,54,64,43,67,65,315,63,37,50,74,77,100,77,1,0,3,
590,Jennifer,8,female,group A,some high school,standard,none,48,66,36,40,65,284,56.8,43,50,86,59,100,59,0,1,2,
591,Matt,8,male,group C,some college,free/reduced,none,58,57,39,79,54,302,60.4,31,50,62,39,100,39,0,0,4,
592,Matt,8,male,group A,some high school,standard,none,71,62,41,58,50,291,58.2,43,50,86,81,100,81,1,1,1,
593,Ann,8,male,group E,bachelor's degree,standard,none,68,68,86,72,64,336,67.2,34,50,68,92,100,92,1,0,3,
594,Jennifer,8,female,group E,high school,standard,none,74,76,56,65,73,361,72.2,37,50,74,54,100,54,0,0,4,
595,Jennifer,8,female,group C,bachelor's degree,standard,completed,92,100,91,95,99,485,97,43,50,86,62,100,62,0,1,2,
596,Jennifer,8,female,group C,bachelor's degree,standard,completed,56,79,74,83,72,362,72.4,48,50,96,51,100,51,0,1,2,
597,Jennifer,8,male,group B,high school,free/reduced,none,30,24,70,99,15,183,36.6,37,50,74,45,100,45,0,0,4,
598,Matt,8,male,group A,some high school,standard,none,53,54,43,52,48,255,51,39,50,78,66,100,66,0,1,2,
599,Jennifer,8,female,group D,high school,standard,none,69,77,71,50,73,342,68.4,40,50,80,55,100,55,0,1,2,
600,Jennifer,8,female,group D,some high school,standard,none,65,82,99,92,81,401,80.2,38,50,76,91,100,91,1,1,1,
601,Ann,8,female,group D,master's degree,standard,none,54,60,76,30,63,270,54,32,50,64,51,100,51,0,0,4,
602,Matt,9,female,group C,high school,standard,none,29,29,74,89,30,207,41.4,50,50,100,44,100,44,0,1,2,
603,George,9,female,group E,some college,standard,none,76,78,41,57,80,371,74.2,41,50,82,47,100,47,0,1,2,
604,Jennifer,9,male,group D,high school,free/reduced,none,60,57,42,38,51,257,51.4,37,50,74,90,100,90,1,0,3,
605,Ann,9,male,group D,master's degree,free/reduced,completed,84,89,79,51,90,404,80.8,50,50,100,85,100,85,1,1,1,
606,Sam,9,male,group C,some high school,standard,none,75,72,78,86,62,357,71.4,41,50,82,36,100,36,0,1,2,
607,Jennifer,9,female,group C,associate's degree,standard,none,85,84,78,36,82,369,73.8,33,50,66,55,100,55,0,0,4,
608,Ann,9,female,group C,master's degree,free/reduced,none,40,58,83,84,54,290,58,32,50,64,50,100,50,0,0,4,
609,Sam,9,female,group E,some college,standard,none,61,64,97,60,62,309,61.8,40,50,80,81,100,81,1,1,1,
610,George,9,female,group B,associate's degree,standard,none,58,63,71,89,65,340,68,31,50,62,44,100,44,0,0,4,
611,Jennifer,9,male,group D,some college,free/reduced,completed,69,60,67,55,63,310,62,39,50,78,39,100,39,0,1,2,
612,Sam,9,female,group C,some college,standard,none,58,59,96,49,66,298,59.6,38,50,76,45,100,45,0,1,2,
613,Matt,9,male,group C,bachelor's degree,standard,completed,94,90,32,76,91,442,88.4,45,50,90,74,100,74,1,1,1,
614,George,9,female,group C,associate's degree,standard,none,65,77,33,46,74,336,67.2,47,50,94,92,100,92,1,1,1,
615,Sam,9,female,group A,associate's degree,standard,none,82,93,91,69,93,430,86,43,50,86,64,100,64,0,1,2,
616,George,9,female,group C,high school,standard,none,60,68,66,81,72,353,70.6,47,50,94,57,100,57,0,1,2,
617,Jennifer,9,female,group E,bachelor's degree,standard,none,37,45,66,47,38,205,41,47,50,94,58,100,58,0,1,2,
618,Sam,9,male,group D,bachelor's degree,standard,none,88,78,75,92,83,424,84.8,41,50,82,73,100,73,1,1,1,
619,Jennifer,9,male,group D,master's degree,standard,none,95,81,88,34,84,378,75.6,46,50,92,64,100,64,0,1,2,
620,Ann,9,male,group C,associate's degree,free/reduced,completed,65,73,73,88,68,362,72.4,38,50,76,41,100,41,0,1,2,
621,Matt,9,female,group C,high school,free/reduced,none,35,61,70,97,54,301,60.2,39,50,78,56,100,56,0,1,2,
622,Jennifer,9,male,group B,bachelor's degree,free/reduced,none,62,63,78,91,56,328,65.6,32,50,64,33,100,33,0,0,4,
623,George,9,male,group C,high school,free/reduced,completed,58,51,42,66,52,279,55.8,38,50,76,57,100,57,0,1,2,
624,Jennifer,9,male,group A,some college,standard,completed,100,96,68,64,86,432,86.4,38,50,76,36,100,36,0,1,2,
625,Sam,9,female,group E,bachelor's degree,free/reduced,none,61,58,83,68,62,311,62.2,46,50,92,70,100,70,0,1,2,
626,George,9,male,group D,some college,standard,completed,100,97,30,54,99,449,89.8,43,50,86,78,100,78,1,1,1,
627,George,9,male,group B,associate's degree,free/reduced,completed,69,70,80,44,63,309,61.8,46,50,92,94,100,94,1,1,1,
628,Jennifer,9,male,group D,associate's degree,standard,none,61,48,60,66,46,267,53.4,37,50,74,92,100,92,1,0,3,
629,Jennifer,9,male,group D,some college,free/reduced,none,49,57,73,49,46,247,49.4,34,50,68,39,100,39,0,0,4,
630,Jennifer,9,female,group C,some high school,standard,completed,44,51,51,89,55,294,58.8,46,50,92,71,100,71,1,1,1,
631,Sam,9,male,group D,some college,standard,none,67,64,72,69,70,340,68,46,50,92,88,100,88,1,1,1,
632,Ann,9,male,group B,high school,standard,none,79,60,71,91,65,360,72,36,50,72,90,100,90,1,0,3,
633,Sam,9,female,group B,bachelor's degree,standard,completed,66,74,79,63,81,365,73,32,50,64,42,100,42,0,0,4,
634,George,9,female,group C,high school,standard,none,75,88,39,95,85,428,85.6,45,50,90,70,100,70,0,1,2,
635,Sam,9,male,group D,some high school,standard,none,84,84,65,41,80,369,73.8,50,50,100,84,100,84,1,1,1,
636,Ann,9,male,group A,high school,standard,none,71,74,56,40,64,313,62.6,39,50,78,58,100,58,0,1,2,
637,Ann,9,female,group B,high school,free/reduced,completed,67,80,64,35,81,344,68.8,46,50,92,60,100,60,0,1,2,
638,Jennifer,9,female,group D,some high school,standard,completed,80,92,39,77,88,425,85,38,50,76,66,100,66,0,1,2,
639,Ann,9,male,group E,some college,standard,none,86,76,71,36,74,346,69.2,37,50,74,85,100,85,1,0,3,
640,Ann,9,female,group D,associate's degree,standard,none,76,74,91,90,73,386,77.2,39,50,78,38,100,38,0,1,2,
641,Ann,9,male,group D,high school,standard,none,41,52,75,33,51,228,45.6,39,50,78,80,100,80,1,1,1,
642,Matt,9,female,group D,associate's degree,free/reduced,completed,74,88,74,66,90,408,81.6,47,50,94,44,100,44,0,1,2,
643,Ann,9,female,group B,some high school,free/reduced,none,72,81,55,81,79,392,78.4,35,50,70,46,100,46,0,0,4,
644,Jennifer,9,female,group E,high school,standard,completed,74,79,53,46,80,359,71.8,50,50,100,71,100,71,1,1,1,
645,Ann,9,male,group B,high school,standard,none,70,65,55,38,60,293,58.6,40,50,80,75,100,75,1,1,1,
646,Jennifer,9,female,group B,bachelor's degree,standard,completed,65,81,40,52,81,360,72,42,50,84,54,100,54,0,1,2,
647,George,9,female,group D,associate's degree,standard,none,59,70,65,51,65,310,62,37,50,74,67,100,67,0,0,4,
648,Matt,9,female,group E,high school,free/reduced,none,64,62,68,100,68,362,72.4,30,50,60,81,100,81,1,0,3,
649,George,9,female,group B,high school,standard,none,50,53,58,91,55,304,60.8,40,50,80,54,100,54,0,1,2,
650,George,9,female,group D,some college,standard,completed,69,79,81,76,81,386,77.2,33,50,66,64,100,64,0,0,4,
651,Jennifer,9,male,group C,some high school,free/reduced,completed,51,56,67,45,53,258,51.6,45,50,90,92,100,92,1,1,1,
652,Ann,9,female,group A,high school,standard,completed,68,80,63,81,76,381,76.2,46,50,92,34,100,34,0,1,2,
653,Matt,9,female,group D,some college,standard,completed,85,86,96,30,98,397,79.4,50,50,100,89,100,89,1,1,1,
654,Sam,9,female,group A,associate's degree,standard,completed,65,70,84,92,74,375,75,32,50,64,43,100,43,0,0,4,
655,Ann,9,female,group B,some high school,standard,none,73,79,75,63,79,373,74.6,37,50,74,85,100,85,1,0,3,
656,Jennifer,9,female,group B,some college,standard,none,62,67,39,51,67,314,62.8,34,50,68,77,100,77,1,0,3,
657,Sam,9,male,group C,associate's degree,free/reduced,none,77,67,69,80,64,352,70.4,49,50,98,61,100,61,0,1,2,
658,Sam,9,male,group D,some high school,standard,none,69,66,68,95,61,352,70.4,44,50,88,90,100,90,1,1,1,
659,Matt,9,female,group D,associate's degree,free/reduced,none,43,60,91,30,58,249,49.8,31,50,62,75,100,75,1,0,3,
660,Sam,9,male,group D,associate's degree,standard,none,90,87,43,72,85,419,83.8,35,50,70,38,100,38,0,0,4,
661,George,9,male,group C,some college,free/reduced,none,74,77,91,72,73,369,73.8,42,50,84,87,100,87,1,1,1,
662,Matt,9,male,group C,some high school,standard,none,73,66,84,97,63,362,72.4,30,50,60,69,100,69,0,0,4,
663,Ann,9,female,group D,some college,free/reduced,none,55,71,95,91,69,355,71,37,50,74,95,100,95,1,0,3,
664,Matt,9,female,group C,high school,standard,none,65,69,58,34,67,302,60.4,44,50,88,60,100,60,0,1,2,
665,George,9,male,group D,associate's degree,standard,none,80,63,44,96,63,365,73,39,50,78,56,100,56,0,1,2,
666,Ann,9,female,group C,some high school,free/reduced,completed,50,60,77,81,60,311,62.2,45,50,90,40,100,40,0,1,2,
667,Ann,9,female,group C,some college,free/reduced,completed,63,73,87,61,71,339,67.8,41,50,82,36,100,36,0,1,2,
668,George,9,female,group B,bachelor's degree,free/reduced,none,77,85,43,72,87,408,81.6,48,50,96,40,100,40,0,1,2,
669,Ann,9,male,group C,some college,standard,none,73,74,66,80,61,349,69.8,44,50,88,68,100,68,0,1,2,
670,George,9,male,group D,associate's degree,standard,completed,81,72,70,33,77,340,68,31,50,62,87,100,87,1,0,3,
671,Jennifer,9,female,group C,high school,free/reduced,none,66,76,99,98,68,376,75.2,40,50,80,51,100,51,0,1,2,
672,Jennifer,9,male,group D,associate's degree,free/reduced,none,52,57,86,91,50,300,60,40,50,80,38,100,38,0,1,2,
673,Matt,9,female,group C,some college,standard,none,69,78,97,76,76,375,75,46,50,92,32,100,32,0,1,2,
674,Sam,9,female,group C,associate's degree,standard,completed,65,84,81,81,84,398,79.6,40,50,80,31,100,31,0,1,2,
675,Jennifer,9,female,group D,high school,standard,completed,69,77,30,51,78,353,70.6,39,50,78,41,100,41,0,1,2,
676,George,9,female,group B,some college,standard,completed,50,64,86,96,66,342,68.4,30,50,60,94,100,94,1,0,3,
677,George,9,female,group E,some college,standard,completed,73,78,100,59,76,362,72.4,35,50,70,82,100,82,1,0,3,
678,Sam,9,female,group C,some high school,standard,completed,70,82,88,56,76,360,72,33,50,66,80,100,80,1,0,3,
679,Sam,9,male,group D,associate's degree,free/reduced,none,81,75,82,32,78,344,68.8,37,50,74,53,100,53,0,0,4,
680,Jennifer,9,male,group D,some college,free/reduced,none,63,61,65,90,60,334,66.8,40,50,80,40,100,40,0,1,2,
681,George,9,female,group D,high school,standard,none,67,72,36,68,74,355,71,33,50,66,62,100,62,0,0,4,
682,George,9,male,group B,high school,standard,none,60,68,54,36,60,284,56.8,31,50,62,92,100,92,1,0,3,
683,George,9,male,group B,high school,standard,none,62,55,85,58,54,283,56.6,49,50,98,85,100,85,1,1,1,
684,Matt,9,female,group C,some high school,free/reduced,completed,29,40,63,52,44,209,41.8,46,50,92,67,100,67,0,1,2,
685,Sam,9,male,group B,some college,standard,completed,62,66,58,58,68,322,64.4,46,50,92,58,100,58,0,1,2,
686,Matt,9,female,group E,master's degree,standard,completed,94,99,58,85,100,478,95.6,31,50,62,45,100,45,0,0,4,
687,George,9,male,group E,some college,standard,completed,85,75,69,48,68,344,68.8,48,50,96,35,100,35,0,1,2,
688,Ann,9,male,group D,associate's degree,free/reduced,none,77,78,44,36,73,337,67.4,42,50,84,47,100,47,0,1,2,
689,George,9,male,group A,high school,free/reduced,none,53,58,99,43,44,242,48.4,36,50,72,43,100,43,0,0,4,
690,Jennifer,9,male,group E,some college,free/reduced,none,93,90,30,95,83,444,88.8,36,50,72,83,100,83,1,0,3,
691,Matt,9,female,group C,associate's degree,standard,none,49,53,94,98,53,306,61.2,37,50,74,58,100,58,0,0,4,
692,Ann,9,female,group E,associate's degree,free/reduced,none,73,76,66,46,78,351,70.2,38,50,76,54,100,54,0,1,2,
693,Ann,9,female,group C,bachelor's degree,free/reduced,completed,66,74,75,63,81,365,73,30,50,60,45,100,45,0,0,4,
694,George,9,female,group D,associate's degree,standard,none,77,77,99,87,73,387,77.4,32,50,64,85,100,85,1,0,3,
695,Jennifer,9,female,group C,some high school,standard,none,49,63,44,99,56,323,64.6,33,50,66,61,100,61,0,0,4,
696,Jennifer,9,female,group D,some college,free/reduced,none,79,89,31,49,86,389,77.8,40,50,80,47,100,47,0,1,2,
697,George,9,female,group C,associate's degree,standard,completed,75,82,92,50,90,387,77.4,31,50,62,81,100,81,1,0,3,
698,Matt,9,female,group A,bachelor's degree,standard,none,59,72,92,97,70,368,73.6,32,50,64,88,100,88,1,0,3,
699,Jennifer,9,female,group D,associate's degree,standard,completed,57,78,63,77,79,370,74,50,50,100,69,100,69,0,1,2,
700,Jennifer,9,male,group C,high school,free/reduced,none,66,66,35,95,59,345,69,43,50,86,75,100,75,1,1,1,
701,Matt,9,female,group E,bachelor's degree,standard,completed,79,81,33,37,82,361,72.2,41,50,82,37,100,37,0,1,2,
702,George,9,female,group B,some high school,standard,none,57,67,70,71,72,339,67.8,50,50,100,95,100,95,1,1,1,
703,Matt,9,male,group A,bachelor's degree,standard,completed,87,84,58,78,87,423,84.6,32,50,64,35,100,35,0,0,4,
704,Matt,9,female,group D,some college,standard,none,63,64,99,40,67,301,60.2,38,50,76,36,100,36,0,1,2,
705,Jennifer,9,female,group B,some high school,free/reduced,completed,59,63,53,82,64,332,66.4,50,50,100,39,100,39,0,1,2,
706,George,9,male,group A,bachelor's degree,free/reduced,none,62,72,47,51,65,315,63,42,50,84,36,100,36,0,1,2,
707,Sam,9,male,group D,high school,standard,none,46,34,95,96,36,248,49.6,30,50,60,56,100,56,0,0,4,
708,George,9,male,group C,some college,standard,none,66,59,59,71,52,300,60,31,50,62,72,100,72,1,0,3,
709,Matt,9,male,group D,high school,standard,none,89,87,68,41,79,375,75,37,50,74,93,100,93,1,0,3,
